no,name,address,province,phone_numbers,faxes,emails,website_or_facebook,mailbox,department_name,major
,,,,,,,,,,វិទ្យាសាស្ត្របរិស្ថាន និង វិទ្យាសាស្រ្តអនុវត្តន៍
,,,,,,,,,៤.មហាវិទ្យាល័យសិល្បះ មនុស្សសាស្ត្រ និងភាសា,ការអប់រំភាសាអង់គ្លេស
,,,,,,,,,,អក្សរសាស្ត្រអង់គ្លេស
,,,,,,,,,,ភាសាជប៉ុន
,,,,,,,,,,ភាសាកូរ៉េ
,,,,,,,,,,ភាសាចិន
,,,,,,,,,,ភាសាអង់គ្លេសសម្រាប់ពាណិជ្ជកម្ម
,,,,,,,,,៥.មហាវិទ្យាល័យពាណិជ្ជសាស្ត្រ,គ្រប់គ្រង
,,,,,,,,,,គ្រប់គ្រងរដ្ឋបាល
,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,គ្រប់គ្រងការលក់
,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,គ្រប់គ្រងភស្ដុភារ
,,,,,,,,,,គ្រប់គ្រងសណ្ឋាគារ
,,,,,,,,,,អាជីវកម្មអន្តរជាតិ
,,,,,,,,,,គ្រប់គ្រងហានិភ័យ
,,,,,,,,,,យុទ្ឋសាស្ត្រលទ្ឋកម្ម
,,,,,,,,,,គ្រប់គ្រងទេសចរណ៍
,,,,,,,,,,គ្រប់គ្រងអាជីវកម្មធុនតូច
,,,,,,,,,,គ្រប់គ្រងធនធានមនុស្ស
,,,,,,,,,,ទំនាក់ទំនងឧស្សាហកម្ម
32,សាកលវិទ្យាល័យ ហ្សាម៉ាន់,អគារលេខ ៨ ផ្លូវ៣២៥ សង្កាត់បឹងកក់១ ខណ្ឌទួលគោក រាជធានីភ្នំពេញ,,០២៣ ៩៩៦ ១១១; ០១៧ ៩៩៦ ១១១,០២៣ ៩៩៩២ ០០០,info@zamanu.edu.kh,www.zamanu.edu.kh,,១.មហាវិទ្យាល័យសិល្បះ​ មនុស្សសាស្ដ្រ នឹងភាសា,ចិត្តវិទ្យា
,,,,,,,,,,សង្គមវិទ្យា
,,,,,,,,,,ភាសាអង់គ្លេសអប់រំ
,,,,,,,,,,ភាសាអង់គ្លេសសម្រាប់កុំព្យូទ័រ
,,,,,,,,,,ភាសាអង់គ្លេសសម្រាប់ពាណិជ្ជកម្ម
,,,,,,,,,២.មហាវិទ្យាល័យគណិតសាស្ត្រនិងវិទ្យាសាស្ត្រ,រូបវិទ្យា
,,,,,,,,,,គីមីវិទ្យា
,,,,,,,,,,គណិតវិទ្យា
,,,,,,,,,៣.មហាវិទ្យាល័យគណិតសាស្ត្រ វិទ្យសាស្រ្ត,គ្រប់គ្រងពាណីជ្ជកម្ម
,,,,,,,,,,សេដ្ឋកិច្ច និងធនាគារហិរញ្ញវត្ថុ
,,,,,,,,,,ទំនាក់ទំនងអន្តរជាតិ
,,,,,,,,,៤.មហាវិទ្យាល័យព័ត៌មាន និង បច្ចេកវិទ្យាកុំព្យូទ័រ,វិទ្យាសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,,សេដ្ឋកិច្ចនិងធនាគារហិរញ្ញវត្ថុ
,,,,,,,,,,ទំនាក់ទំនងអន្តរជាតិ
,,,,,,,,,៥.មហាវិទ្យាល័យវិស្វកម្ម,វិស្វកម្មសំណង់ស៊ីវិល
,,,,,,,,,,វិស្វកម្មកុំព្យូទ័រ
,,,,,,,,,,វិស្វកម្មប្រព័ន្ឋថាមពល
,,,,,,,,,,វិស្វកម្មស្ថាបត្យកម្ម
33,សាកលវិទ្យាល័យអន្តរជាតិ,ផ្លូវ ១០១១ -១៩៨៤ សង្កាត់ភ្នំពេញថ្មី ខណ្ឌសែនសុខ រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣ ៨៨១ ៦២៣,,info@iu.edu.kh,www.iu.edu.kh,,១.មហាវិទ្យាល័យឱសថសាស្ត្រ,ឱសថសាស្ត្រ
,,,,,,,,,២.មហាវិទ្យាល័យទន្តសាស្ត្រ,ទន្តសាស្ត្រ
,,,,,,,,,៣.មហាវិទ្យាល័យវិទ្យាសាស្ត្រថែទាំវេជ្ជសាស្ត្រ,គិលានុបដ្ឋាក
,,,,,,,,,,ឆ្មប
,,,,,,,,,,មន្ទីរពិសោធន៍
,,,,,,,,,៤.មហាវិទ្យាល័យវេជ្ជសាស្ត្រ និងរោគកុមារ,វេជ្ជសាស្ត្រទូទៅ
,,,,,,,,,,រោគកុមារ
,,,,,,,,,៥.មហាវិទ្យាល័យវិទ្យាសាស្ត្រកសិកម្ម និងអភិវឌ្ឍន៍ជនបទ,ក្សេត្រសាស្ត្រ
,,,,,,,,,,បសុពេទ្យ
,,,,,,,,,,ជលផល
,,,,,,,,,,អភិវឌ្ឍន៍ជនបទ
,,,,,,,,,៦.មហាវិទ្យាល័យវិទ្យាសាស្ត្រសង្គម និង សារព័ត៌មាន,សង្គមវិទ្យា
,,,,,,,,,,សារព័ត៌មាន
,,,,,,,,,,វិទ្យាសាស្ត្រនយោបាយ
,,,,,,,,,,សុខភាពសាធារណៈ
,,,,,,,,,៧.មហាវិទ្យាល័យ នីតិសាស្ត្រ,ច្បាប់ទូទៅ
,,,,,,,,,,ច្បាប់សាធារណៈ
,,,,,,,,,,ច្បាប់ពាណិជ្ជកម្ម
,,,,,,,,,,ច្បាប់អន្តរជាតិ
,,,,,,,,,៨.មហាវិទ្យាល័យពាណិជ្ជសាស្ត្រ និងវិទ្យាសាស្ត្រសេដ្ឋកិច្ច,សេដ្ឋកិច្ច
,,,,,,,,,,គ្រប់គ្រង
,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,ទេសចរណ៍
,,,,,,,,,,ព័ត៌មានវិទ្យាគ្រប់គ្រង
,,,,,,,,,,ធនាគារ នឹងហិរញ្ញវត្ថុ
,,,,,,,,,៩.មហាវិទ្យាល័យបច្ចេកវិទ្យានិងវិទ្យាសាស្ត្រ,សំណង់ស៊ីវិល
,,,,,,,,,,ស្ថាបត្យកម្ម
,,,,,,,,,,ព័ត៌មានវិទ្យាសំណង់
,,,,,,,,,,វិទ្យាស្ថានបរិស្ថាន
,,,,,,,,,,វិស្វកម្មអគ្គិសនី
,,,,,,,,,,វិទ្យាសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,,អេឡិចត្រូនិច 
,,,,,,,,,,សូរិយោដី
,,,,,,,,,,មីក្រូជីវសាស្ត្រ
,,,,,,,,,,ជីវគីមីវិទ្យា
,,,,,,,,,,ជីវបច្ចេកវិទ្យា
,,,,,,,,,,ជីវវិទ្យា
,,,,,,,,,,គ្រប់គ្រងបរិស្ថាន
,,,,,,,,,,វិស្វកម្មបរិស្ថាន
,,,,,,,,,,បច្ចេកវិទ្យាបរិស្ថាន
,,,,,,,,,,គីមី បច្ចេកវិទ្យាចំណីអាហារ
,,,,,,,,,១០.មហាវិទ្យាល័យមនុស្ស និង ភាសា,ភាសាអង់គ្លេស
34,សាកលវិទ្យាល័យលីមកុកវីង យូនឺវឺស៊ីធី អហ្វ គ្រេអេទីវ តិចណូឡូជី,ផ្ទះលេខ ៧០៧ -៧០៨ ផ្លូវ ១៩៨៦ សង្កាត់ភ្នំពេញថ្មី ខណ្ឌសែនសុខ រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣ ៩៩៥ ៧៣៣,០២៣ ៩៩៥ ៧២៧,michael@limkokwing.edu.kh  ; enquiry@limkokwing.net/cambodia,www.limkokwing.net/cambodia www.limkokwing.edu.kh,,១.មហាវិទ្យាល័យស្ថាបត្យកម្ម និងការរចនា,រចនាខាងក្នុង
,,,,,,,,,,បច្ចេកវិទ្យាស្ថាបត្យកម្ម
,,,,,,,,,២.មហាវិទ្យាល័យសិល្បះ អក្សរសាស្ត្រ និង មនុស្សសាស្ត្រ,រចនាអាជីព
,,,,,,,,,,រចនាម៉ូដ និងការបង្កើតថ្មី
,,,,,,,,,៣.មហាវិទ្យាល័យវិទ្យាសាស្ត្រសង្គម និង ទំនាក់ទំនងអន្តរជាតិ,ទំនាក់ទំនងវិជ្ជាជីវៈ
,,,,,,,,,,គ្រប់គ្រងព្រឹត្តិការណ៍
,,,,,,,,,,ផលិតខ្សែភាពយន្ត និង ទូរទស្សន៍
,,,,,,,,,៤.មហាវិទ្យាល័យគណិតវិទ្យា និងវិស្វកម្ម,បច្ចេកវិទ្យាព័ត៌មាន
,,,,,,,,,,វិស្វកម្មកម្មវិធីកុំព្យូទ័រ និង ពហុមេឌា
,,,,,,,,,៥.មហាវិទ្យាល័យគ្រប់គ្រងពាណិជ្ជកម្ម ,គណនេយ្យ
,,,,,,,,,,រដ្ឋបាលធុរកិច្ច
,,,,,,,,,,សហគ្រិនភាព
,,,,,,,,,,ធុរកិច្ចអន្តរជាតិ
35,សាកលវិទ្យាល័យបញ្ញាជាតិ,អគារលេខ ១៣ និង ២០-២៤ ផ្លូវលេខ ២៥៣ សង្កាត់ទឹកល្អក់៣ ខណ្ឌទួលគោក រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០៩២ ៧៧៧ ៧០៨; ០៦៩ ៥៥៥ ៥៨២,,info@pcu.edu.kh  pcupresident@gmail.com,www.pcu.edu.kh,,១.មហាវិទ្យាល័យធុរកិច្ច និងសេដ្ឋកិច្ច,ហិរញ្ញវត្ថុ និង ធនាគារ
,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,សេដ្ឋកិច្ចអភិវឌ្ឍន៍
,,,,,,,,,,រដ្ឋបាលធុរអន្តរជាតិ
,,,,,,,,,,គ្រប់គ្រង
,,,,,,,,,,គ្រប់គ្រងសណ្ឋារគារ
,,,,,,,,,,ទេសចរណ៍
,,,,,,,,,២.មហាវិទ្យាល័យគណិតសាស្ត្រនិងវិទ្យាសាស្ត្រ,សំណេរកម្មវិធីកុំព្យូទ័រ
,,,,,,,,,,វិទ្យាសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,,ព័ត៌មានវិទ្យា
,,,,,,,,,,បណ្ដាញកម្មវិធីកុំព្យូទ័រ
,,,,,,,,,៣.មហាវិទ្យាល័យសិល្បះ មនុស្សសាស្ត្រ និងភាសា,ការអប់រំភាសាអង់គ្លេស
,,,,,,,,,,ភាសាអង់គ្លេសសម្រាប់ពាណិជ្ជកម្ម
,,,,,,,,,,អក្សរសាស្ត្រអង់គ្លេស
,,,,,,,,,៤.មហាវិទ្យាល័យវិទ្យាសាស្ត្រសង្គម,វិទ្យាសាស្ត្រនយោបាយ
,,,,,,,,,,ច្បាប់ឯកជន
,,,,,,,,,,ច្បាប់អន្តរជាតិ
,,,,,,,,,,ច្បាប់សាធារណៈ
,,,,,,,,,,រដ្ឋបាលសាធារណៈ
,,,,,,,,,,នីតិសាស្ត្រ
,,,,,,,,,៥.មហាវិទ្យាល័យអប់រំ,វិទ្យាសាស្ត្រអប់រំ
,,,,,,,,,,ប្រវត្តិវិទ្យា
,,,,,,,,,,ភូមិវិទ្យា
,,,,,,,,,,គីមីវិទ្យា
,,,,,,,,,,គណិតវិទ្យា
,,,,,,,,,,ជីវវិទ្យា
,,,,,,,,,,ទស្សនវិជ្ជា
,,,,,,,,,,អក្សរសាស្ត្រខ្មែរ
36,សាកលវិទ្យាល័យភ្នំពេញអន្តរជាតិ,អគារលេខ ៣៦ ផ្លូវ១៦៩ សង្កាត់វាលវង់ ខណ្ឌ ៧មករា រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣​ ៩៩៩ ៩០៦; ០២៣ ៩៩៩ ៩០៧; ០២៣ ៩៩៩ ៩០៨; ០៧១ ៣៣៣ ៦៧៧៧; ០១៦ ៥៩៦ ០១៣;  ០៩៥ ៩៨១ ៥៥០,០២៣ ៩៩៩ ៩០៥,info@ppiu.edu.kh,www.ppiu.edu.kh  ; Phnom Penh International University (Official),,១.មហាវិទ្យាល័យពាណិជ្ជសាស្ត្រ និង ទេសចរណ៍,គ្រប់គ្រង
,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,គ្រប់គ្រងសណ្ឋាគារ និងទេសចរណ៍
,,,,,,,,,២.មហាវិទ្យាល័យនីតិសាស្ត្រ និង សេដ្ឋកិច្ច,អភិវឌ្ឍន៍សេដ្ឋកិច្ច
,,,,,,,,,,ហិរញ្ញវត្ថុ ធនាគារ
,,,,,,,,,,ច្បាប់
,,,,,,,,,,រដ្ឋបាលសាធារណៈ
,,,,,,,,,៣.មហាវិទ្យាល័យវិទ្យាសាស្ត្រអប់រំ,ភាសាអង់គ្លេសអប់រំ
,,,,,,,,,,ភាសាអង់គ្លេសពាណិជ្ជកម្ម
,,,,,,,,,៤.មហាវិទ្យាល័យវិទ្យាសាស្ត្រ និង ព័ត៌មានវិទ្យា,វិទ្យាសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,,គ្រប់គ្រប់ប្រព័ន្ឋព័ត៌មានវិទ្យា
,,,,,,,,,,វិស្វកម្មទូរគមនាគមន៍ 
,,,,,,,,,,គណិតសាស្ត្រ
37,សាកលវិទ្យាល័យ កម្ពុជា,ផ្លូវណ័រប្រីត សង្កាត់ទឹកថ្លា ខណ្ឌសែនសុខ រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣ ៩៩៣ ២៧៦; ០៦០ ៣៣៣ ៣៤៦,០២៣ ៩៩៣ ២៨៤,info@uc.edu.kh ; admission@uc.educ.kh ; library@uc.edu.kh,www.uc.edu.kh,,១.មហាវិទ្យាល័យអប់រំ,វិទ្យាសាស្ត្រអប់រំ
,,,,,,,,,,រដ្ឋបាលអប់រំ
,,,,,,,,,២.មហាវិទ្យាល័យច្បាប់,នីតិសាស្ត្រទូទៅ
,,,,,,,,,,នីតិសាធារណៈ
,,,,,,,,,,នីតិឯកជន
,,,,,,,,,៣.មហាវិទ្យាល័យសិល្បះ មនុស្សសាស្ត្រ និងភាសា,សារព័ត៌មាន
,,,,,,,,,,សង្គមកិច្ច
,,,,,,,,,,សិក្សាអំពីអាស៊ី
,,,,,,,,,,អក្សរសាស្ត្រ និងភាសាអង់គ្លេស
,,,,,,,,,៤.មហាវិទ្យាល័យវិទ្យាសាស្ត្រសង្គម,សិក្សាពីការអភិវឌ្ឍន៍
,,,,,,,,,,គោលនយោបាយសាធារណៈ
,,,,,,,,,,វិទ្យាសាស្ត្រនយោបាយ
,,,,,,,,,,ទំនាក់ទំនងអន្តរជាតិ
,,,,,,,,,,រដ្ឋបាលសាធារណៈ
,,,,,,,,,៥.មហាវិទ្យាល័យវិទ្យាសាស្ត្រ និង បច្ចេកវិទ្យា,ព័ត៌មានវិទ្យា
,,,,,,,,,,វិទ្យាសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,,អេឡិចត្រូនិក និងទូរគមនាគមន៍
,,,,,,,,,៦.មហាវិទ្យាល័យព័ត៌មាននិងគមនាគមន៍,សិល្បះនិងការសិក្សាព័ត៌មាន
,,,,,,,,,,គមនាគមន៍រូបភាព
,,,,,,,,,,ការសិក្សាអំពីគមនាគមន៍
,,,,,,,,,៦.មហាវិទ្យាល័យគ្រប់គ្រង,គណនេយ្យ
,,,,,,,,,,គ្រប់គ្រងពាណិជ្ជកម្ម
,,,,,,,,,,គ្រប់គ្រងធនធានមនុស្ស
,,,,,,,,,,សេដ្ឋកិច្ច
,,,,,,,,,,ហិរញ្ញវត្ថុ និង ធនាគារ
,,,,,,,,,,ពាណិជ្ជកម្មអន្តរជាតិ
,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,បដិសណ្ឋារកិច្ច និងគ្រប់គ្រងទេសចរណ៍
38,សាកលវិទ្យាល័យពុទ្ឋិសាស្ត្រ,ផ្ទះលេខ ៥៥ ផ្លូវលេខ ១៨០ និង ១៨៤ សង្កាត់បឹងរាំង ខណ្ឌដូនពេញ រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣ ២២១ ៦២៤; ០២៣ ២២០ ៤៧៦,,info@puthisastra.edu.kh,www.puthisastra.edu.kh,,១.មហាវិទ្យាល័យសិល្បះ​ មនុស្សសាស្ដ្រ នឹងភាសា,អក្សរសាស្ត្រអង់គ្លេស
,,,,,,,,,២.មហាវិទ្យាល័យវិទ្យាសាស្ដ្រ  និងបច្ចេកវិទ្យា,តបណ្ដាញកុំព្យូទ័រ
,,,,,,,,,,សរសេកម្មវិធីកុំព្យូទ័រ
,,,,,,,,,៣.មហាវិទ្យាល័យសេដ្ឋកិច្ច និង ធុរកិច្ច,គណនេយ្យ
,,,,,,,,,,សេដ្ឋកិច្ច
,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,ហិរញ្ញវត្ថុ និងធនាគារ
,,,,,,,,,៤.មហាវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,វេជ្ជសាស្ត្រ
,,,,,,,,,,ឱសថសាស្ត្រ
,,,,,,,,,,ទន្តសាស្ត្រ
,,,,,,,,,,គិលានុបដ្ឋាក
,,,,,,,,,,ឆ្មប
,,,,,,,,,,មន្ទីរពិសោធន៍វេជ្ជសាស្ត្រ
39,សាកលវិទ្យាល័យវេស្ទើន,ផ្ទះលេខ ១៥ ផ្លូវលេខ ៥២៨ សង្កាត់បឹងកក់ ១ ខណ្ឌទួលគោករាជធានី,រាជធានីភ្នំពេញ,០២៣ ៩៩៨ ២៣៣; ០១២ ២០០ ៩៨៨,,info_wu@western.edu.kh,www.western.edu.kh,,១.មហាវិទ្យាល័យសិល្បះ​ មនុស្សសាស្ដ្រ នឹងភាសា,អប់រំភាសាអង់គ្លេស
,,,,,,,,,,ភាសាអង់គ្លេសសម្រាប់ទំនាក់ទំនង
,,,,,,,,,,អក្សរសាស្ត្រខ្មែរ
,,,,,,,,,,ប្រវត្តិវិទ្យា
,,,,,,,,,២.មហាវិទ្យាល័យវិទ្យាសាស្ត្រសង្គម,ធនាគារ នឹងហិរញ្ញវត្ថុ
,,,,,,,,,,សេដ្ឋកិច្ចអភិវឌ្ឍន៍
,,,,,,,,,,នីតិសាធារណៈ
,,,,,,,,,,នីតិឯកជន
,,,,,,,,,៣.មហាវិទ្យាល័យគ្រប់គ្រង និង សណ្ឋាគារទេសចរណ៍,គ្រប់គ្រង
,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,គ្រប់គ្រងសណ្ឋារគារ ទេសចរណ៍
,,,,,,,,,៤.មហាវិទ្យាល័យវិទ្យាសាស្ត្រនិងបច្ចេកវិទ្យា,វិទ្យាសាស្ត្រកុំព្យូទ័រ
40,សាកលវិទ្យាល័យខេមរៈ,បណ្ដោយផ្លូវ ១៩៨៦ បត់ចូលផ្លូវលំ ៧២ ចំងាយ ២០​ម៉ែត្រ សង្កាត់ភ្នំពេញថ្មី ខណ្ឌសែនសុខ រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០១២ ៤៩៣ ៣៣៤;​ ០៩៧ ៧០៧ ១១១១,,khemarak.university@yahoo.com,www.khemarak.edu.kh សាកលវិទ្យាល័យខេមរៈ Official page,,១.មហាវិទ្យាល័យនីតិសាស្ត្រនិងវិទ្យាសាស្ត្រសេដ្ឋកិច្ច,នីតិសាធារណៈ
,,,,,,,,,,នីតិ​ឯកជន
,,,,,,,,,,សេដ្ឋកិច្ច
,,,,,,,,,២.មហាវិទ្យាល័យវិទ្យាសាស្ត្របច្ចេកវិទ្យា និង ព័ត៌មាន,គណិតវិទ្យាអនុវត្តន៍
,,,,,,,,,,វិទ្យាសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,៣.មហាវិទ្យាល័យមនុស្សសាស្ត្រ សិល្បះនិងភាសាវិទ្យា,ភាសាអង់គ្លេស
,,,,,,,,,,ភាសាវិទ្យា
,,,,,,,,,៤.មហាវិទ្យាល័យវិទ្យាសាស្ត្រនយោបាយនិងទំនាក់ទំនងអន្តរជាតិ,សេដ្ឋកិច្ចកសិកម្ម
,,,,,,,,,,អភិវឌ្ឍន៍ជនបទ
,,,,,,,,,៥.មហាវិទ្យាល័យវិទ្យាសាស្ត្រនយោបាយនិងទំនាក់ទំនងអន្តរជាតិ,វិទ្យាសាស្ត្រនយោបាយ
,,,,,,,,,,ទំនាក់ទំនងអន្តរជាតិ
,,,,,,,,,៦.មហាវិទ្យាល័យវិទ្យាសាស្ត្រអប់រំ,គ្រប់គ្រងអប់រំ
,,,,,,,,,,រូបវិទ្យា
,,,,,,,,,,ជីវវិទ្យា
,,,,,,,,,,គីមីវិទ្យា
,,,,,,,,,,ប្រវត្តិវិទ្យា
,,,,,,,,,,ទស្សនវិជ្ជា
,,,,,,,,,,អក្សរសាស្ត្រខ្មែរ
,,,,,,,,,,ចិត្តគរុកោសល្យ
,,,,,,,,,,ផែនការកម្ម និងគោលនយោបាយអប់រំ
41,សាកលវិទ្យាល័យគ្រប់គ្រង និង សេដ្ឋកិច្ច,អគារលេខ ៧៤ ភូមិព្រែកព្រះស្ដេច សង្កាត់ព្រែកព្រះស្ដេច ក្រុងបាត់ដំបង ខេត្តបាត់ដំបង,បាត់ដំបង,០១៦ ៧២៩ ៤២៦; ០៩៨ ២២៦ ៦៧៣; ០៥៣ ៩៥២ ១៦០,០៥៣ ៩៥៣ ១៦០,tunume@gmail.com,www.ume.edu.kh umecambodia,,១.មហាវិទ្យាល័យ សិល្បះ មនុស្សសាស្ត្រ និង ភាសាបរទេស,ភាសាអង់គ្លេសសម្រាប់ទំនាក់ទំនង
,,,,,,,,,,ភាសាអង់គ្លេសសម្រាប់អប់រំ
,,,,,,,,,,បកប្រែភាសាអង់គ្លេស
,,,,,,,,,,អក្សរសាស្ត្រខ្មែរ
,,,,,,,,,២.មហាវិទ្យាល័យវិទ្យាសាស្ត្រ និង បច្ចេកវិទ្យា,តបណ្ដាញណេតវើក
,,,,,,,,,,វិទ្យាសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,,គណិតវិទ្យា
,,,,,,,,,៣.មហាវិទ្យាល័យនីតិសាស្ត្រ និងសេដ្ឋកិច្ច,នីតិសាស្ត្រ
,,,,,,,,,,វិទ្យាសាស្ត្រសេដ្ឋកិច្ច
,,,,,,,,,,វិទ្យាសាស្ត្រនយោបាយ
,,,,,,,,,,រដ្ឋបាលសាធារណៈ
,,,,,,,,,៤.មហាវិទ្យាល័យកសិកម្ម និង អភិវឌ្ឍន៍ជនបទ,ក្សេត្រសាស្ត្រ
,,,,,,,,,,អភិរក្សធនធានធម្មជាតិ
,,,,,,,,,,រដ្ឋបាលជលផល
,,,,,,,,,,វិទ្យាសាស្ត្រសត្វ
,,,,,,,,,៥.មហាវិទ្យាល័យគ្រប់គ្រងពាណិជ្ជកម្ម និងឮ,គ្រប់គ្រងធនធានមនុស្ស
,,,,,,,,,,គណនេយ្យ និង ហិរញ្ញវត្ថុ
,,,,,,,,,,ធនាគារ នឹងហិរញ្ញវត្ថុ
,,,,,,,,,,គ្រប់គ្រងទីផ្សារ
,,,,,,,,,,គ្រប់គ្រងពាណិជ្ជកម្ម
,,,,,,,,,,គ្រប់គ្រងគម្រោង
,,,,,,,,,,គ្រប់គ្រងទូទៅ
,,,,,,,,,,ជំនួញ និងការលក់
,,,,,,,,,,សវនកម្ម
42,សាកលវិទ្យាល័យអន្តរជាតិឌូវ,ភូមិរំចេក ៤ សង្កាត់រតនៈ ក្រុងបាត់ដំបង ខេត្តដំបង,បាត់ដំបង,"០៥៣ ៦៣៧ ៣៧៤៧, ០៨៩ ៩៥០ ៩០៩",,info@diu.edu.kh,www.diu.edu.kh,,១.មហាវិទ្យាល័យសិល្បះ​ មនុស្សសាស្ដ្រ នឹងភាសា,អក្សរសាស្ត្រអង់គ្លេស
,,,,,,,,,,ខេមរសិក្សា
,,,,,,,,,,ទស្សនវិជ្ជា
,,,,,,,,,២.មហាវិទ្យាល័យអប់រំ,អប់រំភាសាអង់គ្លេស
,,,,,,,,,,អប់រំសហគមន៍
,,,,,,,,,,រដ្ឋបាលអប់រំ
,,,,,,,,,៣.មហាវិទ្យាល័យគណិតវិទ្យា និង វិទ្យាសាស្ត្រ,វិទ្យាសាស្ត្របរិស្ថាន
,,,,,,,,,,ស្ថិតិ
,,,,,,,,,,តបណ្ដាញ
,,,,,,,,,,អភិវឌ្ឍន៍ប្រព័ន្ឋព័ត៌មាន
,,,,,,,,,,គណិតវិទ្យា
,,,,,,,,,៤.មហាវិទ្យាល័យគ្រប់គ្រងពាណិជ្ជកម្ម,គ្រប់គ្រង
,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,ធនាគារ នឹងហិរញ្ញវត្ថុ
,,,,,,,,,,ទេសចរណ៍ និងបដិសណ្ឋារកិច្ច
,,,,,,,,,៥.មហាវិទ្យាល័យវិទ្យាសាស្ត្រសង្គម,អភិវឌ្ឍន៍សហគមន៍
,,,,,,,,,,ការងារសង្គម
,,,,,,,,,,សេដ្ឋកិច្ច
,,,,,,,,,,វិទ្យាសាស្ត្រនយោបាយ
43,សាកលវិទ្យាល័យ ឡាយហ្វ,ផ្លូវសេតេ ក្រុមទី ១១ មណ្ឌល ៣ សង្កាត់០២ ក្រុងព្រះសីហនុ ខេត្តព្រះសីហនុ,ព្រះសីហនុ,០៣៤ ៩៣៤ ៤៩៨; ០៧៨ ៩៦៦ ៨៧៧; ០១៦ ៤៥០ ៣០២,,admin@lifeun.edu.kh,www.lifeun.edu.kh,,១.មហាវិទ្យាល័យសេដ្ឋកិច្ច និងទេសចរណ៍,គ្រប់គ្រង
,,,,,,,,,,សេដ្ឋកិច្ច
,,,,,,,,,,គ្រប់គ្រងទេសចរណ៍
,,,,,,,,,,ម៉ាឃីធីង 
,,,,,,,,,,ហិរញ្ញវត្ថុ និង ធនាគារ
,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,ពាណិជ្ជកម្មអន្តរជាតិ
,,,,,,,,,,គ្រប់គ្រងទេសចរណ៍ និង បដិសណ្ឋារកិច្ច
,,,,,,,,,២.មហាវិទ្យាល័យសិល្បះ មនុស្សសាស្ត្រ និងភាសា,អក្សរសាស្ត្រខ្មែរ
,,,,,,,,,,ទស្សនវិជ្ជា
,,,,,,,,,,ប្រវត្តិវិទ្យា
,,,,,,,,,,ការអប់រំភាសាអង់គ្លេស
,,,,,,,,,៣.មហាវិទ្យាល័យវិទ្យាសាស្ត្រ និង បច្ចេកវិទ្យា,ព័ត៌មានវិទ្យា
,,,,,,,,,,ស្ថាបត្យកម្ម
,,,,,,,,,,វិស្វកម្មសំណង់ស៊ីវិល
,,,,,,,,,,គណិតវិទ្យា
,,,,,,,,,៤.មហាវិទ្យាល័យគ្រប់គ្រងពាណិជ្ជកម្ម,នីតិឯកជន
,,,,,,,,,,នីតិសាធារណៈ
,,,,,,,,,,រដ្ឋបាលសាធារណៈ
,,,,,,,,,,នីតិអន្តរជាតិ
,,,,,,,,,,វិទ្យាសាស្ត្រនយោបាយ
,,,,,,,,,,ទំនាក់ទំនងអន្តរជាតិ និងការទូត
,,,,,,,,,៥.មហាវិទ្យាល័យុះ គិលានុបដ្ឋាក និងឆ្មប,គិលានុបដ្ឋាក
,,,,,,,,,,ឆ្មប
,,,,,,,,,៦.មហាវិទ្យាល័យស្ថាបត្យកម្ម និង នគរូបនីយកម្ម,ស្ថាបត្យកម្ម
,,,,,,,,,,នគររូបនីយកម្ម
,,,,,,,,,,រចនាលម្អខាងក្នុង
,,,,,,,,,,ស្ថាបត្យកម្មសួនឧទ្យាន
,,,,,,,,,,ស្ថាបត្យកម្ម លំនៅដ្ឋាន
